,CC0101EN,CL0101EN,ML0120ENv3,BD0211EN,DS0101EN,ST0101EN,DS0301EN,DS0105EN,BD0141EN,CO0201EN,CB0103EN,DV0101EN,DS0103EN,BD0123EN,BC0101EN,TA0105EN,ML0151EN,BD0101EN,BD0111EN,BC0201EN,ML0122ENv1,BD0131EN,BD0121EN,PY0101EN,BD0145EN,ML0101EN,CO0301EN,ML0101ENv3,DB0151EN,CO0101EN,RP0101EN,SC0101EN,PA0101EN,LB0101ENv1,ML0103EN,CC0150EN,DS0110EN,DA0101EN,ML0122EN,ML0115EN,ML0111EN,ML0109EN,BD0223EN,BC0202EN,CC0103EN,COM001EN,DB0101EN,CNSC02EN,DV0151EN,RP0105EN,LB0109ENv1,SC0105EN,RP0103,WA0101EN,RAVSCTEST1,RP0151EN,CO0401EN,SC0103EN,LB0111EN,DS0132EN,CB0105ENv1,CC0201EN,ML0120ENv2,BD0143EN,LB0105ENv1,ML0201EN,BD0115EN,BD0221EN,ML0120EN,BD0137EN,DAI101EN,RP0103EN,BD0212EN,BD0135EN,CC0250EN,TA0105,DS0321EN,BD0133EN,LB0107ENv1,ML0122ENv3,SECM03EN,TMP0105EN,BD0151EN,PA0109EN,DJ0101EN,CP0101EN,CB0101EN,EE0101EN,CC0210EN,AI0111EN,DW0101EN,HCC105EN,LB0103ENv1,SW0101EN,DS0201EN,HCC104EN,SW0201EN,TA0106EN,DE0205EN,IT0101EN,OS0101EN,BD0153EN,WA0103EN,DP0101EN,TMP0106,CB0201EN,GPXX0T0FEN,DB0111EN,PHPM002EN,TMP107,DA0201EN,ST0201EN,DX0106EN,CC0271EN,DX0107EN,BENTEST4,PA0107EN,PA0103EN,DA0151EN,ST0301EN,TMP0101EN,DB0113EN,DX0108EN,DS0107,DB0115EN,GPXX0QR3EN
CO0101EN,0.29804496791812374,0.23638069818775975,0.11005629132795865,0.03919557162738109,0.3103620997923092,0.26426742404974257,0.16047718219430032,0.15117777258065213,0.12978430457395973,0.8233485585434326,0.14529466440424152,0.25204615313722567,0.16047718219430032,0.13734577713810467,0.26426742404974257,0.1343926796934968,0.15132570085425076,0.35005610727162023,0.1554010370941684,0.1438144438841463,0.11661787499219256,0.12978430457395973,0.14312475790393286,0.23638069818775975,0.12978430457395973,0.3346915419206105,0.8049554426811726,0.22586350638402838,0.1359518257603581,1.0,0.28323504086398815,0.26426742404974257,0.27444130262214084,0.22691776724667642,0.17014990027258742,0.12685285208811814,0.12957412470377572,0.26426742404974257,0.1399219920802853,0.1399219920802853,0.15132570085425076,0.1399219920802853,0.03544173721755739,0.030722596310855933,0.15539234765183166,0.030512411351493414,0.28323504086398815,0.03755675764541173,0.12523002739517292,0.14156275540636437,0.11041524511473871,0.1343926796934968,0.10912577492511108,0.25204615313722567,0.0,0.1359518257603581,0.6420491309040774,0.1407995280021631,0.13845895151723825,0.1231678149420724,0.11566502116470137,0.15947400760880293,0.10363299761421163,0.12978430457395973,0.11917257683262478,0.1755511474482429,0.14312475790393286,0.036671198848734515,0.1399219920802853,0.12978430457395973,0.030512411351493414,0.14911085984008937,0.03379359452496097,0.12978430457395973,0.03314270081959851,0.09797869072374427,0.034264175260171933,0.12978430457395973,0.11254350480195213,0.11005629132795865,0.036881770453025556,0.13828493825140908,0.1554010370941684,0.12509201400559894,0.23638069818775975,0.23638069818775975,0.27444130262214084,0.23638069818775975,0.03314270081959851,0.11941873075992432,0.23638069818775975,0.03170916707310485,0.12357172707314694,0.25204615313722567,0.164984703737646,0.03170916707310485,0.13795489921647816,0.12218878268195488,0.03231510566546147,0.23638069818775975,0.23638069818775975,0.12978430457395973,0.1352870377064724,0.23638069818775975,0.09099763028279721,0.14861462654730628,0.03170916707310485,0.1359518257603581,0.030512411351493414,0.0,0.1438144438841463,0.1438144438841463,0.12218878268195488,0.0317832076939286,0.12509201400559894,0.0,0.1282125367306427,0.14529466440424152,0.12956388005780314,0.1407995280021631,0.27444130262214084,0.11779898812708867,0.1135701640064202,0.10091423725804674,0.1275026526520731,0.03170916707310485
RP0101EN,0.30759502254594456,0.2439548860575435,0.1135827511157518,0.0404514889905388,0.3203068239999528,0.27273516753710064,0.1656192447064758,0.15602186035956112,0.13394289583343552,0.15337658516024233,0.14995024370116355,0.2601222986531394,0.1656192447064758,0.14174665558182237,0.27273516753710064,0.13869893402020866,0.15617452859942638,0.3612727198874878,0.16038044809994995,0.14842259346961612,0.12035458319610952,0.13394289583343552,0.1477108083449914,0.2439548860575435,0.13394289583343552,0.3454158380935608,0.14995024370116355,0.23310069894414964,0.14030803875678105,0.28323504086398815,1.0,0.27273516753710064,0.28323504086398815,0.23418874077918114,0.17560189919030733,0.13091751278545694,0.13372598131090713,0.27273516753710064,0.1444054184482397,0.1444054184482397,0.15617452859942638,0.1444054184482397,0.036577372987209186,0.031707019819585534,0.16037148022765152,0.03149010004480949,0.2923105509511345,0.038760163593389484,0.12924268901137553,0.7535237558130712,0.11395320661751321,0.13869893402020866,0.7654011326320266,0.2601222986531394,0.0,0.7236573635665731,0.1196034196955166,0.14531107266397883,0.1428954986595596,0.1271143984703984,0.11937119771371929,0.1645839260718449,0.10695364011783688,0.13394289583343552,0.1229911436309154,0.18117621489970182,0.1477108083449914,0.03784622943126494,0.1444054184482397,0.13394289583343552,0.03149010004480949,0.7937015270484711,0.03487641996582686,0.13394289583343552,0.03420467011084868,0.10111815607123896,0.03536207920331705,0.13394289583343552,0.11614966069974375,0.1135827511157518,0.03806354823997313,0.14271590960358632,0.16038044809994995,0.1291002533515012,0.2439548860575435,0.2439548860575435,0.28323504086398815,0.2439548860575435,0.03420467011084868,0.12324518490309777,0.2439548860575435,0.03272520260581694,0.12753125288646955,0.2601222986531394,0.17027119773368687,0.03272520260581694,0.14237529534963753,0.12610399573745648,0.03335055688131202,0.2439548860575435,0.2439548860575435,0.13394289583343552,0.13962194934600658,0.2439548860575435,0.09391340620169039,0.15337658516024233,0.03272520260581694,0.14030803875678105,0.03149010004480949,0.0,0.14842259346961612,0.14842259346961612,0.12610399573745648,0.032801615660500195,0.1291002533515012,0.0,0.13232076488930594,0.14995024370116355,0.1337154084026278,0.14531107266397883,0.28323504086398815,0.12157354194550696,0.11720921645520987,0.10414776435052216,0.13158813447223208,0.03272520260581694
SC0101EN,0.28699607227544327,0.22761777330275387,0.10597636846867686,0.03774254330218852,0.29885659283474686,0.25447070374112213,0.15452809453990538,0.14557342554401512,0.12497303986007444,0.14310529850473988,0.1399084114651154,0.24270249045905795,0.15452809453990538,0.1322541992827166,0.25447070374112213,0.12941057681336515,0.145715869933524,0.33707909435526856,0.14964012841783245,0.1384830645507345,0.11229470610979136,0.12497303986007444,0.13781894608294992,0.22761777330275387,0.12497303986007444,0.3222841124478052,0.1399084114651154,0.2174904668089647,0.13091192340686247,0.26426742404974257,0.27273516753710064,1.0,0.26426742404974257,0.21850564491731253,0.16384223299386738,0.12215025994409295,0.12477065161767088,0.25447070374112213,0.13473491075020982,0.13473491075020982,0.145715869933524,0.13473491075020982,0.034127868177434316,0.02958367166172681,0.149631761103872,0.02938127851880689,0.27273516753710064,0.03616448218174548,0.12058759536995117,0.1363148489501651,0.10632201539455476,0.780505954942784,0.10508034745993268,0.24270249045905795,0.0,0.13091192340686247,0.11159384634774944,0.8177147022401351,0.13332610691061772,0.11860183168344618,0.1113771757523665,0.1535621088772204,0.0997911941985199,0.12497303986007444,0.11475470199282975,0.16904324925537256,0.13781894608294992,0.0353117521450983,0.13473491075020982,0.12497303986007444,0.02938127851880689,0.14358313581551835,0.03254082417320678,0.12497303986007444,0.031914059902658345,0.09434649945886604,0.032993959898454585,0.12497303986007444,0.10837137786250359,0.10597636846867686,0.03551451759954097,0.13315854453180748,0.14964012841783245,0.1204546983074514,0.22761777330275387,0.22761777330275387,0.26426742404974257,0.22761777330275387,0.031914059902658345,0.11499173068955161,0.22761777330275387,0.030533669025430036,0.11899077029218202,0.24270249045905795,0.1588685166838301,0.030533669025430036,0.13284074045216007,0.11765909336027522,0.031117144724621286,0.22761777330275387,0.22761777330275387,0.12497303986007444,0.13027177986847788,0.22761777330275387,0.0876242355640444,0.14310529850473988,0.030533669025430036,0.13091192340686247,0.02938127851880689,0.0,0.1384830645507345,0.1384830645507345,0.11765909336027522,0.03060496486885152,0.1204546983074514,0.0,0.12345953939498773,0.1399084114651154,0.12476078675339713,0.13557991532995073,0.26426742404974257,0.1134320339197386,0.10935997754028347,0.0971732216518676,0.12277597159733811,0.030533669025430036
PA0101EN,0.29804496791812374,0.23638069818775975,0.11005629132795865,0.03919557162738109,0.3103620997923092,0.26426742404974257,0.16047718219430032,0.15117777258065213,0.12978430457395973,0.14861462654730628,0.14529466440424152,0.25204615313722567,0.16047718219430032,0.13734577713810467,0.26426742404974257,0.1343926796934968,0.15132570085425076,0.35005610727162023,0.1554010370941684,0.1438144438841463,0.11661787499219256,0.12978430457395973,0.14312475790393286,0.23638069818775975,0.12978430457395973,0.3346915419206105,0.14529466440424152,0.22586350638402838,0.1359518257603581,0.27444130262214084,0.28323504086398815,0.26426742404974257,1.0,0.22691776724667642,0.17014990027258742,0.12685285208811814,0.12957412470377572,0.26426742404974257,0.1399219920802853,0.1399219920802853,0.15132570085425076,0.1399219920802853,0.03544173721755739,0.030722596310855933,0.15539234765183166,0.030512411351493414,0.28323504086398815,0.03755675764541173,0.12523002739517292,0.14156275540636437,0.11041524511473871,0.1343926796934968,0.10912577492511108,0.25204615313722567,0.0,0.1359518257603581,0.11589003323590395,0.1407995280021631,0.13845895151723825,0.1231678149420724,0.11566502116470137,0.15947400760880293,0.10363299761421163,0.12978430457395973,0.11917257683262478,0.1755511474482429,0.14312475790393286,0.036671198848734515,0.1399219920802853,0.12978430457395973,0.030512411351493414,0.14911085984008937,0.03379359452496097,0.12978430457395973,0.03314270081959851,0.09797869072374427,0.034264175260171933,0.12978430457395973,0.11254350480195213,0.11005629132795865,0.036881770453025556,0.13828493825140908,0.1554010370941684,0.6930295611517088,0.23638069818775975,0.23638069818775975,0.27444130262214084,0.23638069818775975,0.03314270081959851,0.11941873075992432,0.23638069818775975,0.03170916707310485,0.12357172707314694,0.25204615313722567,0.164984703737646,0.03170916707310485,0.13795489921647816,0.12218878268195488,0.03231510566546147,0.23638069818775975,0.23638069818775975,0.12978430457395973,0.1352870377064724,0.23638069818775975,0.09099763028279721,0.14861462654730628,0.03170916707310485,0.1359518257603581,0.030512411351493414,0.0,0.1438144438841463,0.1438144438841463,0.12218878268195488,0.0317832076939286,0.12509201400559894,0.0,0.7103177510644895,0.8049554426811726,0.12956388005780314,0.1407995280021631,0.27444130262214084,0.11779898812708867,0.1135701640064202,0.10091423725804674,0.1275026526520731,0.03170916707310485
LB0101ENv1,0.24643411182246622,0.1954479145102613,0.09099843085198703,0.032408283719190266,0.2566183517202823,0.21850564491731253,0.13268820519958754,0.12499912470740407,0.10731024935460867,0.12287982499028088,0.12013476296918638,0.2084006662501498,0.13268820519958754,0.11356234207884115,0.21850564491731253,0.11112061675473822,0.12512143703152195,0.2894387598156324,0.12849106904939217,0.11891086433496664,0.44241973533921597,0.10731024935460867,0.11834060759432276,0.1954479145102613,0.10731024935460867,0.27673479422861913,0.12013476296918638,0.1867519286691883,0.11240977382010428,0.22691776724667642,0.23418874077918114,0.21850564491731253,0.22691776724667642,1.0000000000000002,0.14068595032235243,0.10488642084730576,0.10713646521057983,0.21850564491731253,0.11569244763161954,0.11569244763161954,0.12512143703152195,0.11569244763161954,0.029304480775710802,0.02540252830849948,0.12848388431139962,0.025228739956557996,0.23418874077918114,0.03105325440629878,0.10354461204361079,0.11704908873110706,0.7701325906610603,0.11112061675473822,0.09022904700741573,0.2084006662501498,0.0,0.11240977382010428,0.09582197481492666,0.11641802534229465,0.5549372607719298,0.10183950191268362,0.4388048406397212,0.13185874500199804,0.08568742462236023,0.10731024935460867,0.831213889318374,0.14515189235708564,0.11834060759432276,0.03032104309922625,0.11569244763161954,0.10731024935460867,0.025228739956557996,0.1232901282127038,0.0279417381552138,0.10731024935460867,0.027403556238262617,0.08101224387276688,0.028330830936523013,0.10731024935460867,0.7849769370627726,0.09099843085198703,0.030495151142857935,0.11433887367550596,0.12849106904939217,0.1034304976959778,0.1954479145102613,0.1954479145102613,0.22691776724667642,0.1954479145102613,0.027403556238262617,0.09873962662531045,0.1954479145102613,0.026218259878279294,0.8618974146587377,0.2084006662501498,0.1364151832989466,0.026218259878279294,0.11406598573846724,0.10103000344286252,0.02671927131916824,0.1954479145102613,0.1954479145102613,0.10731024935460867,0.11186010356479396,0.1954479145102613,0.07524005640266558,0.12287982499028088,0.026218259878279294,0.11240977382010428,0.025228739956557996,0.0,0.11891086433496664,0.11891086433496664,0.10103000344286252,0.026279479280032447,0.1034304976959778,0.0,0.10601065615843919,0.12013476296918638,0.1071279945752632,0.11641802534229465,0.22691776724667642,0.09740036617782828,0.0939038249561807,0.08343945748401323,0.10542369891631168,0.026218259878279294
ML0103EN,0.1847838539005827,0.14655283967365598,0.36692825005081486,0.04173180272146129,0.19242030927378306,0.16384223299386738,0.517701257560054,0.10323116925336612,0.08862272067646215,0.10148093469525168,0.4687222784593076,0.15626521012194175,0.517701257560054,0.0937860435694324,0.16384223299386738,0.0917695321675108,0.5045206769388714,0.21703005769537226,0.10611500942612659,0.09820314814972377,0.3888046042549087,0.08862272067646215,0.0977321986910849,0.14655283967365598,0.08862272067646215,0.7241972582834503,0.4687222784593076,0.48871785385123045,0.09283418915227362,0.17014990027258742,0.17560189919030733,0.16384223299386738,0.17014990027258742,0.14068595032235243,1.0,0.08662098945262983,0.08847920014839616,0.16384223299386738,0.46650065233117965,0.46650065233117965,0.5045206769388714,0.46650065233117965,0.037735068638104774,0.03271056589056309,0.501297522143429,0.032486780475656486,0.17560189919030733,0.039986945867659426,0.08551284975929895,0.09666559120343554,0.07539663180650845,0.0917695321675108,0.44499189840328146,0.15626521012194175,0.0,0.09283418915227362,0.07913507013321955,0.454220916107105,0.0945461704768423,0.08410467579861405,0.07898142149288143,0.10889622191115572,0.3455129552638566,0.08862272067646215,0.08137654259196916,0.5852884423994076,0.0977321986910849,0.03904408514470542,0.46650065233117965,0.08862272067646215,0.032486780475656486,0.48103336935222535,0.03598027944002598,0.08862272067646215,0.03528726830185313,0.05215930298276359,0.34472890288566094,0.08862272067646215,0.07684990587078025,0.36692825005081486,0.3710643016565193,0.09442734617753895,0.10611500942612659,0.085418607839107,0.14655283967365598,0.14655283967365598,0.17014990027258742,0.14655283967365598,0.03528726830185313,0.08154462786864489,0.14655283967365598,0.033760974768696966,0.39864382979493823,0.15626521012194175,0.11265917988486829,0.033760974768696966,0.0942019802729249,0.08343614732896235,0.03440612187964972,0.14655283967365598,0.14655283967365598,0.08862272067646215,0.4364375582530808,0.14655283967365598,0.04844291073470817,0.10148093469525168,0.033760974768696966,0.09283418915227362,0.032486780475656486,0.0,0.09820314814972377,0.09820314814972377,0.08343614732896235,0.03383980634209423,0.085418607839107,0.0,0.08754944495946548,0.4687222784593076,0.08847220463070674,0.454220916107105,0.17014990027258742,0.0804385927483831,0.07755095621894192,0.053722051576071524,0.08706470330588681,0.033760974768696966
CC0150EN,0.6320957879221548,0.10926039724050948,0.056028154204275704,0.031112555396830457,0.14345624059698409,0.12215025994409295,0.08169674083834748,0.07696253846285964,0.06607141620187626,0.07565767583781952,0.07396752847178034,0.11650131768728976,0.08169674083834748,0.06992085857108035,0.12215025994409295,0.06841747701051427,0.07703784672578898,0.1618036905305331,0.07911254472377952,0.07321396842940991,0.05936856679612325,0.06607141620187626,0.072862858720136,0.10926039724050948,0.06607141620187626,0.1547018479243079,0.07396752847178034,0.10439911811264443,0.06921121697037518,0.12685285208811814,0.13091751278545694,0.12215025994409295,0.12685285208811814,0.10488642084730576,0.08662098945262983,1.0,0.06596441650167545,0.12215025994409295,0.07123237439904635,0.07123237439904635,0.07703784672578898,0.07123237439904635,0.02813284681810468,0.02438689984529335,0.5217119605737973,0.024220059793720314,0.13091751278545694,0.029811702043195394,0.0637528959157283,0.07206766459042976,0.056210892672701754,0.06841747701051427,0.043310782017116675,0.11650131768728976,0.0,0.06921121697037518,0.05899803250257587,0.07167911594700793,0.07048756043807758,0.06270305173208243,0.05888348193149044,0.535415665104462,0.052758143136750785,0.06607141620187626,0.06066913059792493,0.08937069059194266,0.072862858720136,0.029108765564026327,0.07123237439904635,0.06607141620187626,0.024220059793720314,0.07591030142708724,0.0268245885456455,0.06607141620187626,0.8908368936937228,0.038886630763179074,0.02719812485561743,0.06607141620187626,0.05729436060082414,0.056028154204275704,0.029275912525570515,0.07039897266200568,0.07911254472377952,0.06368263518478778,0.10926039724050948,0.10926039724050948,0.12685285208811814,0.10926039724050948,0.36024008291530174,0.06079444419908589,0.10926039724050948,0.02517001733073704,0.06290867787931817,0.11650131768728976,0.08399145846931955,0.02517001733073704,0.0702309542986807,0.06220463978507827,0.025650997636394914,0.10926039724050948,0.10926039724050948,0.06607141620187626,0.0688727824552117,0.10926039724050948,0.03611592707549695,0.07565767583781952,0.02517001733073704,0.06921121697037518,0.024220059793720314,0.0,0.07321396842940991,0.07321396842940991,0.06220463978507827,0.3454632571225013,0.06368263518478778,0.0,0.0652712506680744,0.07396752847178034,0.0659592010923845,0.07167911594700793,0.12685285208811814,0.05996985535542474,0.057817018774465184,0.040051715878364084,0.06490985838289612,0.02517001733073704
DS0110EN,0.1407183083281291,0.1116042730154107,0.057230081312986084,0.03177998812389057,0.6118546495768422,0.12477065161767088,0.4966348776041585,0.4678556387608862,0.0674887933646931,0.0772806993491769,0.07555429460564941,0.11900052712792751,0.4966348776041585,0.07142081473730494,0.12477065161767088,0.06988518233645967,0.07869047793756884,0.1652747354846285,0.08080968276969636,0.07478456904335729,0.060642153100204946,0.0674887933646931,0.07442592725875978,0.1116042730154107,0.0674887933646931,0.1580205427381668,0.07555429460564941,0.10663870876072379,0.0706959497638246,0.12957412470377572,0.13372598131090713,0.12477065161767088,0.12957412470377572,0.10713646521057983,0.08847920014839616,0.06596441650167545,1.0000000000000002,0.12477065161767088,0.07276046546368983,0.07276046546368983,0.07869047793756884,0.07276046546368983,0.02873635824403161,0.024910052471642515,0.08080516419574212,0.024739633334096504,0.13372598131090713,0.030451228605356862,0.0651205357201832,0.07361367446640875,0.057416739923385834,0.06988518233645967,0.044239893528019276,0.11900052712792751,0.0,0.0706959497638246,0.06026367003128836,0.07321679060020092,0.07199967360547727,0.381172150844884,0.06014666209856642,0.08292765740726907,0.05388992131759336,0.0674887933646931,0.061970616855381744,0.09128788842350047,0.07442592725875978,0.029733212593013557,0.07276046546368983,0.0674887933646931,0.024739633334096504,0.07753874431283608,0.027400034954882246,0.0674887933646931,0.026872286707631695,0.03972083450136163,0.3398551121044142,0.0674887933646931,0.058523450621018,0.057230081312986084,0.02990394522442447,0.07190918542681184,0.08080968276969636,0.06504876774206678,0.1116042730154107,0.1116042730154107,0.12957412470377572,0.1116042730154107,0.5688515658133992,0.06209861870884129,0.1116042730154107,0.02570996954915608,0.06425820735053017,0.11900052712792751,0.5105844770385951,0.02570996954915608,0.07173756270013579,0.06353906609105042,0.026201267940004092,0.1116042730154107,0.1116042730154107,0.0674887933646931,0.07035025508412285,0.1116042730154107,0.03689069312704277,0.0772806993491769,0.02570996954915608,0.0706959497638246,0.024739633334096504,0.0,0.07478456904335729,0.07478456904335729,0.06353906609105042,0.025770002097547862,0.06504876774206678,0.0,0.06667146252069692,0.07555429460564941,0.06737417099435149,0.07321679060020092,0.12957412470377572,0.0612563406212846,0.05905732096176342,0.40313662782795373,0.06630231757633143,0.02570996954915608
DA0101EN,0.28699607227544327,0.22761777330275387,0.10597636846867686,0.03774254330218852,0.29885659283474686,0.25447070374112213,0.15452809453990538,0.14557342554401512,0.12497303986007444,0.14310529850473988,0.1399084114651154,0.24270249045905795,0.15452809453990538,0.1322541992827166,0.25447070374112213,0.12941057681336515,0.145715869933524,0.33707909435526856,0.14964012841783245,0.1384830645507345,0.11229470610979136,0.12497303986007444,0.13781894608294992,0.22761777330275387,0.12497303986007444,0.3222841124478052,0.1399084114651154,0.2174904668089647,0.13091192340686247,0.26426742404974257,0.27273516753710064,0.25447070374112213,0.26426742404974257,0.21850564491731253,0.16384223299386738,0.12215025994409295,0.12477065161767088,1.0,0.13473491075020982,0.13473491075020982,0.145715869933524,0.13473491075020982,0.034127868177434316,0.02958367166172681,0.149631761103872,0.02938127851880689,0.27273516753710064,0.03616448218174548,0.12058759536995117,0.1363148489501651,0.10632201539455476,0.12941057681336515,0.10508034745993268,0.24270249045905795,0.0,0.13091192340686247,0.11159384634774944,0.13557991532995073,0.13332610691061772,0.11860183168344618,0.1113771757523665,0.1535621088772204,0.0997911941985199,0.12497303986007444,0.11475470199282975,0.16904324925537256,0.13781894608294992,0.0353117521450983,0.13473491075020982,0.12497303986007444,0.02938127851880689,0.14358313581551835,0.03254082417320678,0.12497303986007444,0.031914059902658345,0.09434649945886604,0.032993959898454585,0.12497303986007444,0.10837137786250359,0.10597636846867686,0.03551451759954097,0.13315854453180748,0.14964012841783245,0.1204546983074514,0.22761777330275387,0.22761777330275387,0.26426742404974257,0.22761777330275387,0.031914059902658345,0.11499173068955161,0.22761777330275387,0.030533669025430036,0.11899077029218202,0.24270249045905795,0.1588685166838301,0.030533669025430036,0.13284074045216007,0.11765909336027522,0.031117144724621286,0.22761777330275387,0.22761777330275387,0.12497303986007444,0.13027177986847788,0.22761777330275387,0.0876242355640444,0.14310529850473988,0.030533669025430036,0.13091192340686247,0.02938127851880689,0.0,0.8352242853878644,0.1384830645507345,0.11765909336027522,0.03060496486885152,0.1204546983074514,0.0,0.12345953939498773,0.1399084114651154,0.7524619656460454,0.13557991532995073,0.26426742404974257,0.1134320339197386,0.10935997754028347,0.0971732216518676,0.12277597159733811,0.030533669025430036
ML0122EN,0.15195615689824438,0.12051705724957334,0.30174176779058964,0.03431795705159798,0.1582359610388204,0.13473491075020982,0.09011362800599652,0.0848916797692369,0.07287848891336118,0.08345238238741773,0.08158810592478705,0.1285039806551628,0.09011362800599652,0.07712452387300983,0.13473491075020982,0.07546625494686027,0.4148902705783963,0.17847367506760836,0.08726319254219388,0.08075690961705775,0.8334492187995641,0.07287848891336118,0.08036962648426535,0.12051705724957334,0.07287848891336118,0.5955403022615027,0.08158810592478705,0.40189489130769046,0.0763417707476427,0.1399219920802853,0.1444054184482397,0.13473491075020982,0.1399219920802853,0.11569244763161954,0.46650065233117965,0.07123237439904635,0.07276046546368983,0.13473491075020982,1.0000000000000002,0.383624677277859,0.4148902705783963,0.383624677277859,0.03103126106257592,0.02689938421444024,0.08725831311221134,0.026715355302274663,0.1444054184482397,0.0328830820003181,0.0703211007917995,0.07949250669635743,0.06200207523841904,0.07546625494686027,0.047772917980435335,0.1285039806551628,0.0,0.0763417707476427,0.06507636289362598,0.07906392744636226,0.07774961075785801,0.06916309537740338,0.06495001063716213,0.08955030990565045,0.28413099809412035,0.07287848891336118,0.0669196275156968,0.4813092730051182,0.08036962648426535,0.032107724798235524,0.383624677277859,0.07287848891336118,0.026715355302274663,0.08373103497676779,0.029588218193418808,0.07287848891336118,0.02901832365435869,0.04289296418731581,0.0300002384495285,0.07287848891336118,0.06319716851667401,0.7865546344195122,0.032292092240074226,0.07765189613892828,0.08726319254219388,0.07024360137987153,0.12051705724957334,0.12051705724957334,0.1399219920802853,0.12051705724957334,0.02901832365435869,0.06705785167400753,0.12051705724957334,0.027763183149919185,0.06938990636092807,0.1285039806551628,0.09264476118039552,0.027763183149919185,0.07746656751828228,0.06861333404879728,0.0282937169251652,0.12051705724957334,0.12051705724957334,0.07287848891336118,0.07596846868331461,0.12051705724957334,0.039836806024034055,0.08345238238741773,0.027763183149919185,0.0763417707476427,0.026715355302274663,0.0,0.08075690961705775,0.08075690961705775,0.06861333404879728,0.02782800993366044,0.07024360137987153,0.0,0.07199588553755559,0.08158810592478705,0.07275471273172131,0.07906392744636226,0.1399219920802853,0.06614830875279595,0.06377367406329032,0.04417808334369499,0.07159726045635155,0.027763183149919185
ML0115EN,0.15195615689824438,0.12051705724957334,0.30174176779058964,0.03431795705159798,0.1582359610388204,0.13473491075020982,0.09011362800599652,0.0848916797692369,0.07287848891336118,0.08345238238741773,0.08158810592478705,0.1285039806551628,0.09011362800599652,0.07712452387300983,0.13473491075020982,0.07546625494686027,0.4148902705783963,0.17847367506760836,0.08726319254219388,0.08075690961705775,0.3197316875894664,0.07287848891336118,0.08036962648426535,0.12051705724957334,0.07287848891336118,0.5955403022615027,0.08158810592478705,0.40189489130769046,0.0763417707476427,0.1399219920802853,0.1444054184482397,0.13473491075020982,0.1399219920802853,0.11569244763161954,0.46650065233117965,0.07123237439904635,0.07276046546368983,0.13473491075020982,0.383624677277859,1.0000000000000002,0.4148902705783963,0.383624677277859,0.03103126106257592,0.02689938421444024,0.08725831311221134,0.026715355302274663,0.1444054184482397,0.0328830820003181,0.0703211007917995,0.07949250669635743,0.06200207523841904,0.07546625494686027,0.047772917980435335,0.1285039806551628,0.0,0.0763417707476427,0.06507636289362598,0.07906392744636226,0.07774961075785801,0.06916309537740338,0.06495001063716213,0.08955030990565045,0.28413099809412035,0.07287848891336118,0.0669196275156968,0.4813092730051182,0.7108535663637546,0.032107724798235524,0.383624677277859,0.07287848891336118,0.026715355302274663,0.08373103497676779,0.029588218193418808,0.07287848891336118,0.02901832365435869,0.04289296418731581,0.0300002384495285,0.07287848891336118,0.06319716851667401,0.30174176779058964,0.032292092240074226,0.07765189613892828,0.08726319254219388,0.07024360137987153,0.12051705724957334,0.12051705724957334,0.1399219920802853,0.12051705724957334,0.02901832365435869,0.06705785167400753,0.12051705724957334,0.027763183149919185,0.06938990636092807,0.1285039806551628,0.09264476118039552,0.027763183149919185,0.07746656751828228,0.06861333404879728,0.0282937169251652,0.12051705724957334,0.12051705724957334,0.07287848891336118,0.07596846868331461,0.12051705724957334,0.039836806024034055,0.08345238238741773,0.027763183149919185,0.0763417707476427,0.026715355302274663,0.0,0.08075690961705775,0.08075690961705775,0.06861333404879728,0.02782800993366044,0.07024360137987153,0.0,0.07199588553755559,0.08158810592478705,0.07275471273172131,0.07906392744636226,0.1399219920802853,0.06614830875279595,0.06377367406329032,0.04417808334369499,0.6332637112259852,0.027763183149919185
